room_checks	trg_room_checks_set_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
room_checks	trg_validate_room_check_entries	UPDATE	BEFORE	EXECUTE FUNCTION validate_room_check_issue_entries()
room_checks	trg_validate_room_check_entries	INSERT	BEFORE	EXECUTE FUNCTION validate_room_check_issue_entries()
room_items	room_items_inventory_trigger	DELETE	AFTER	EXECUTE FUNCTION room_items_update_inventory()
room_items	room_items_inventory_trigger	UPDATE	AFTER	EXECUTE FUNCTION room_items_update_inventory()
room_items	room_items_inventory_trigger	INSERT	AFTER	EXECUTE FUNCTION room_items_update_inventory()
room_items	tr_validate_room_item_hotel	INSERT	BEFORE	EXECUTE FUNCTION validate_room_item_hotel()
room_items	tr_validate_room_item_hotel	UPDATE	BEFORE	EXECUTE FUNCTION validate_room_item_hotel()
room_pricing_rules	update_room_pricing_rules_timestamp	UPDATE	BEFORE	EXECUTE FUNCTION update_room_pricing_rules_updated_at()
room_types	update_room_types_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
rooms	rooms_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
rooms	trg_audit_rooms	UPDATE	AFTER	EXECUTE FUNCTION fn_write_audit_log()
rooms	trg_check_room_quota	INSERT	BEFORE	EXECUTE FUNCTION trigger_check_tenant_quota()
rooms	trg_sync_room_legacy_status	UPDATE	BEFORE	EXECUTE FUNCTION fn_sync_room_legacy_status()
rooms	trg_sync_room_legacy_status_ins	INSERT	BEFORE	EXECUTE FUNCTION fn_sync_room_legacy_status_ins()
staff_status	trigger_log_shift_history	UPDATE	AFTER	EXECUTE FUNCTION log_shift_history()
staff_status	update_staff_status_updated_at	UPDATE	BEFORE	EXECUTE FUNCTION update_updated_at_column()
stock_adjustment_items	stock_adjustment_items_apply_trigger	UPDATE	AFTER	EXECUTE FUNCTION stock_adjustment_items_apply()
stock_adjustment_items	stock_adjustment_items_update_summary	DELETE	AFTER	EXECUTE FUNCTION update_adjustment_summary()
